Tender ID,Project Name,Budget,Deadline (Days),Key Requirements,Penalties,Region,Environmental Impact Score,Energy Use Reduction Goal (%),Waste Reduction Goal (%),Renewable Materials Used (%)
Tender_787,Project_787,17696223,58,Waste reduction,$251208 per day,Coastal,3,43,11,41
Tender_788,Project_788,25256136,521,Low-carbon materials,$406873 per day,Coastal,3,37,23,33
Tender_789,Project_789,11760138,472,Waste reduction,$204525 per day,Rural,6,42,51,66
Tender_790,Project_790,41160770,54,Energy-efficient design,$308017 per day,Coastal,2,48,51,68
Tender_791,Project_791,41251689,636,Low-carbon materials,$255099 per day,Rural,5,47,29,36
Tender_792,Project_792,48708137,671,Energy-efficient design,$374964 per day,Urban,6,35,54,31
Tender_793,Project_793,8186170,372,Low-carbon materials,$323238 per day,Coastal,6,48,46,73
Tender_794,Project_794,11490137,286,Low-carbon materials,$202239 per day,Coastal,8,10,17,56
Tender_795,Project_795,21373468,283,Energy-efficient design,$131249 per day,Rural,10,43,25,48
Tender_796,Project_796,7754384,140,Waste reduction,$459560 per day,Urban,6,40,14,61
Tender_797,Project_797,39334875,514,Waste reduction,$68779 per day,Rural,4,43,32,80
Tender_798,Project_798,2223249,274,Waste reduction,$311191 per day,Coastal,8,37,34,23
Tender_799,Project_799,21435096,378,Energy-efficient design,$350403 per day,Rural,3,24,50,34
Tender_800,Project_800,39141064,85,Waste reduction,$442212 per day,Rural,4,46,31,56
Tender_801,Project_801,45956006,371,Energy-efficient design,$107870 per day,Rural,8,15,22,67
Tender_802,Project_802,25686423,562,Low-carbon materials,$215742 per day,Rural,7,29,55,77
Tender_803,Project_803,27119028,272,Waste reduction,$31841 per day,Urban,7,17,34,49
Tender_804,Project_804,48483824,104,Waste reduction,$35972 per day,Rural,1,44,37,66
Tender_805,Project_805,13809686,644,Waste reduction,$336778 per day,Rural,5,25,41,68
Tender_806,Project_806,5600037,664,Low-carbon materials,$385708 per day,Urban,2,30,15,70
Tender_807,Project_807,40235014,479,Low-carbon materials,$289679 per day,Urban,5,47,23,51
Tender_808,Project_808,46846348,127,Low-carbon materials,$235644 per day,Coastal,3,12,35,32
Tender_809,Project_809,42593524,670,Low-carbon materials,$32543 per day,Coastal,7,49,29,34
Tender_810,Project_810,16797346,487,Energy-efficient design,$79755 per day,Coastal,5,28,36,80
Tender_811,Project_811,7338480,622,Low-carbon materials,$462481 per day,Urban,4,49,55,52
Tender_812,Project_812,47287830,157,Low-carbon materials,$252990 per day,Rural,1,13,22,20
Tender_813,Project_813,20738871,117,Energy-efficient design,$192880 per day,Rural,3,28,31,75
Tender_814,Project_814,46419846,92,Energy-efficient design,$490893 per day,Urban,10,28,15,21
Tender_815,Project_815,40792941,64,Waste reduction,$437151 per day,Urban,8,26,57,36
Tender_816,Project_816,8623867,416,Low-carbon materials,$268472 per day,Rural,1,39,29,77
Tender_817,Project_817,38479090,350,Waste reduction,$499918 per day,Urban,9,27,30,25
Tender_818,Project_818,3256102,96,Waste reduction,$164809 per day,Coastal,2,21,20,36
Tender_819,Project_819,23800450,160,Waste reduction,$356861 per day,Rural,4,39,21,62
Tender_820,Project_820,36251928,93,Low-carbon materials,$178653 per day,Urban,8,13,42,72
Tender_821,Project_821,29247961,482,Energy-efficient design,$145155 per day,Urban,3,38,58,32
Tender_822,Project_822,44893945,86,Waste reduction,$435365 per day,Coastal,3,18,50,30
Tender_823,Project_823,25368590,338,Waste reduction,$153316 per day,Coastal,10,33,18,61
Tender_824,Project_824,5127608,655,Energy-efficient design,$340387 per day,Coastal,9,29,23,78
Tender_825,Project_825,34454453,671,Waste reduction,$319610 per day,Coastal,3,27,18,77
Tender_826,Project_826,43955892,472,Low-carbon materials,$81860 per day,Rural,2,31,30,69
Tender_827,Project_827,23399636,97,Waste reduction,$32987 per day,Coastal,1,19,53,64
Tender_828,Project_828,1349071,134,Energy-efficient design,$177259 per day,Rural,10,40,23,46
Tender_829,Project_829,28689664,87,Energy-efficient design,$159857 per day,Urban,4,45,29,66
Tender_830,Project_830,33396879,602,Low-carbon materials,$401730 per day,Rural,6,36,42,63
Tender_831,Project_831,7582593,83,Waste reduction,$301942 per day,Urban,3,14,52,61
Tender_832,Project_832,29593262,331,Low-carbon materials,$327181 per day,Urban,5,13,30,80
Tender_833,Project_833,24806027,420,Energy-efficient design,$157595 per day,Urban,4,48,56,59
Tender_834,Project_834,43153394,441,Waste reduction,$373586 per day,Rural,10,31,21,76
Tender_835,Project_835,31352585,128,Low-carbon materials,$159586 per day,Rural,3,26,55,39
Tender_836,Project_836,47966679,662,Waste reduction,$495348 per day,Urban,3,39,48,60
Tender_837,Project_837,10767062,450,Waste reduction,$182688 per day,Rural,10,20,38,39
Tender_838,Project_838,29725047,268,Low-carbon materials,$128032 per day,Urban,6,45,58,27
Tender_839,Project_839,12320351,643,Energy-efficient design,$279376 per day,Rural,1,40,49,70
Tender_840,Project_840,49744169,705,Energy-efficient design,$57481 per day,Urban,2,27,46,20
Tender_841,Project_841,35513831,668,Low-carbon materials,$75198 per day,Urban,5,13,23,72
Tender_842,Project_842,44151458,40,Low-carbon materials,$302258 per day,Rural,10,39,55,36
Tender_843,Project_843,18624922,494,Waste reduction,$18540 per day,Coastal,7,30,26,69
Tender_844,Project_844,41833178,423,Low-carbon materials,$340627 per day,Coastal,3,15,48,28
Tender_845,Project_845,36616172,505,Low-carbon materials,$304156 per day,Coastal,9,49,36,80
Tender_846,Project_846,32946968,468,Waste reduction,$73321 per day,Rural,5,25,32,33
Tender_847,Project_847,31697150,665,Energy-efficient design,$386630 per day,Coastal,1,49,38,72
Tender_848,Project_848,29730909,664,Waste reduction,$297322 per day,Rural,8,17,39,29
Tender_849,Project_849,49558338,133,Waste reduction,$322078 per day,Coastal,7,26,30,79
Tender_850,Project_850,40260298,377,Energy-efficient design,$214099 per day,Coastal,10,34,45,20
Tender_851,Project_851,18511719,696,Waste reduction,$192379 per day,Rural,6,10,25,22
Tender_852,Project_852,22129494,56,Low-carbon materials,$339908 per day,Coastal,4,25,51,77
Tender_853,Project_853,16974901,494,Waste reduction,$193705 per day,Rural,10,38,24,64
Tender_854,Project_854,6315848,559,Waste reduction,$287554 per day,Rural,1,44,32,75
Tender_855,Project_855,19218557,366,Waste reduction,$120814 per day,Urban,9,20,21,63
Tender_856,Project_856,30752810,631,Waste reduction,$158579 per day,Rural,8,45,17,55
Tender_857,Project_857,16865398,227,Waste reduction,$474684 per day,Urban,9,11,52,44
Tender_858,Project_858,31686057,140,Waste reduction,$449860 per day,Coastal,4,24,48,43
Tender_859,Project_859,38741962,135,Energy-efficient design,$453163 per day,Urban,5,30,41,54
Tender_860,Project_860,41458667,42,Energy-efficient design,$158368 per day,Coastal,8,36,10,44
Tender_861,Project_861,45341369,639,Energy-efficient design,$409554 per day,Rural,7,43,53,31
Tender_862,Project_862,25933541,99,Low-carbon materials,$183104 per day,Urban,8,48,34,64
Tender_863,Project_863,23075195,637,Low-carbon materials,$218738 per day,Coastal,10,48,28,78
Tender_864,Project_864,2426024,228,Low-carbon materials,$222936 per day,Urban,1,17,10,64
Tender_865,Project_865,33672347,616,Energy-efficient design,$92260 per day,Coastal,1,11,37,32
Tender_866,Project_866,22311331,159,Waste reduction,$464534 per day,Coastal,8,45,28,80
Tender_867,Project_867,12703066,682,Low-carbon materials,$98014 per day,Urban,9,33,15,34
Tender_868,Project_868,33218922,551,Energy-efficient design,$323061 per day,Urban,3,44,19,36
Tender_869,Project_869,14735122,292,Waste reduction,$426390 per day,Urban,5,41,22,55
Tender_870,Project_870,24311900,393,Waste reduction,$369571 per day,Urban,5,40,54,51
Tender_871,Project_871,17837736,461,Waste reduction,$204508 per day,Rural,7,39,60,53
Tender_872,Project_872,23339753,522,Energy-efficient design,$88332 per day,Rural,7,10,57,24
Tender_873,Project_873,19267563,665,Low-carbon materials,$74669 per day,Coastal,7,40,51,59
Tender_874,Project_874,40507285,485,Low-carbon materials,$268643 per day,Urban,7,32,14,34
Tender_875,Project_875,47555644,220,Energy-efficient design,$333239 per day,Urban,10,11,30,39
Tender_876,Project_876,19040070,278,Energy-efficient design,$269544 per day,Coastal,5,16,27,74
Tender_877,Project_877,37798504,170,Low-carbon materials,$37437 per day,Urban,9,22,12,30
Tender_878,Project_878,1181229,75,Energy-efficient design,$175096 per day,Coastal,4,46,19,77
Tender_879,Project_879,35170267,91,Low-carbon materials,$376692 per day,Urban,7,49,29,25
Tender_880,Project_880,13321579,160,Energy-efficient design,$223595 per day,Rural,1,23,26,24
Tender_881,Project_881,6245388,349,Energy-efficient design,$209169 per day,Coastal,10,48,39,77
Tender_882,Project_882,16697130,628,Waste reduction,$16329 per day,Coastal,5,50,42,38
Tender_883,Project_883,48823392,476,Energy-efficient design,$133068 per day,Coastal,4,21,23,48
Tender_884,Project_884,27774929,555,Low-carbon materials,$435521 per day,Coastal,9,30,10,61
Tender_885,Project_885,33287904,697,Energy-efficient design,$224113 per day,Urban,7,35,38,38
Tender_886,Project_886,37757244,396,Energy-efficient design,$63765 per day,Coastal,9,38,31,45
Tender_887,Project_887,16627866,348,Energy-efficient design,$435124 per day,Coastal,3,49,10,49
Tender_888,Project_888,46846008,627,Low-carbon materials,$230200 per day,Urban,6,40,16,40
Tender_889,Project_889,32450067,584,Low-carbon materials,$450588 per day,Urban,1,29,35,74
Tender_890,Project_890,43845809,179,Energy-efficient design,$83159 per day,Rural,9,35,22,77
Tender_891,Project_891,48270935,180,Low-carbon materials,$172317 per day,Rural,6,25,19,51
Tender_892,Project_892,33438462,510,Waste reduction,$294038 per day,Coastal,6,15,41,34
Tender_893,Project_893,30576484,346,Waste reduction,$231803 per day,Urban,10,40,50,30
Tender_894,Project_894,1657175,647,Energy-efficient design,$25982 per day,Rural,3,40,11,64
Tender_895,Project_895,6744704,381,Energy-efficient design,$244694 per day,Urban,6,14,22,40
Tender_896,Project_896,20245815,328,Waste reduction,$15497 per day,Coastal,7,43,51,25
Tender_897,Project_897,15371082,407,Waste reduction,$165363 per day,Coastal,3,35,27,65
Tender_898,Project_898,27638900,38,Low-carbon materials,$245357 per day,Urban,10,21,46,60
Tender_899,Project_899,46925050,560,Energy-efficient design,$462823 per day,Rural,8,36,17,36
Tender_900,Project_900,16827933,630,Low-carbon materials,$345726 per day,Coastal,3,36,26,26
Tender_901,Project_901,21049138,703,Waste reduction,$90878 per day,Rural,7,38,16,41
Tender_902,Project_902,45057602,178,Low-carbon materials,$407289 per day,Coastal,7,43,11,76
Tender_903,Project_903,39527534,88,Waste reduction,$231039 per day,Coastal,10,36,53,46
Tender_904,Project_904,25264543,273,Low-carbon materials,$482801 per day,Coastal,3,14,32,24
Tender_905,Project_905,32259973,549,Energy-efficient design,$493134 per day,Rural,4,35,18,49
Tender_906,Project_906,37642941,602,Energy-efficient design,$222915 per day,Urban,3,24,34,79
Tender_907,Project_907,36129567,85,Energy-efficient design,$18407 per day,Coastal,6,24,48,32
Tender_908,Project_908,23569168,462,Energy-efficient design,$78724 per day,Coastal,8,45,50,75
Tender_909,Project_909,29055077,382,Energy-efficient design,$113148 per day,Rural,3,35,35,25
Tender_910,Project_910,37435945,230,Energy-efficient design,$195241 per day,Rural,8,23,22,31
Tender_911,Project_911,22699028,235,Waste reduction,$429313 per day,Coastal,4,44,36,37
Tender_912,Project_912,24109604,685,Waste reduction,$42971 per day,Urban,5,17,29,34
Tender_913,Project_913,47667796,236,Waste reduction,$201874 per day,Rural,7,25,20,29
Tender_914,Project_914,30950329,100,Waste reduction,$274224 per day,Coastal,9,10,39,27
Tender_915,Project_915,18680893,379,Low-carbon materials,$201452 per day,Urban,10,22,19,66
Tender_916,Project_916,21077120,223,Low-carbon materials,$24246 per day,Coastal,3,19,56,57
Tender_917,Project_917,17371415,713,Waste reduction,$47227 per day,Coastal,8,36,14,49
Tender_918,Project_918,15971146,517,Low-carbon materials,$206324 per day,Rural,1,18,21,56
Tender_919,Project_919,8597079,508,Energy-efficient design,$114358 per day,Rural,5,29,35,29
Tender_920,Project_920,48904572,644,Low-carbon materials,$366985 per day,Rural,8,49,26,36
Tender_921,Project_921,13424113,369,Waste reduction,$12290 per day,Coastal,3,43,53,50
Tender_922,Project_922,21676064,622,Waste reduction,$45573 per day,Coastal,4,36,30,71
Tender_923,Project_923,8523182,609,Waste reduction,$241325 per day,Urban,4,29,28,64
Tender_924,Project_924,36461221,373,Waste reduction,$130795 per day,Rural,5,11,22,64
Tender_925,Project_925,46816092,660,Low-carbon materials,$366196 per day,Rural,5,49,34,45
Tender_926,Project_926,12925195,336,Energy-efficient design,$390546 per day,Urban,7,26,41,27
Tender_927,Project_927,13354097,458,Energy-efficient design,$342822 per day,Coastal,7,35,36,49
Tender_928,Project_928,15021327,366,Waste reduction,$57273 per day,Urban,7,35,42,37
Tender_929,Project_929,32994017,196,Low-carbon materials,$231857 per day,Urban,2,33,51,23
Tender_930,Project_930,19055575,137,Energy-efficient design,$270597 per day,Rural,1,27,59,34
Tender_931,Project_931,49126076,495,Waste reduction,$434129 per day,Urban,6,46,40,40
Tender_932,Project_932,40066507,73,Waste reduction,$59225 per day,Coastal,2,41,49,60
Tender_933,Project_933,35707784,537,Low-carbon materials,$175692 per day,Rural,5,38,37,65
Tender_934,Project_934,40549948,254,Waste reduction,$231903 per day,Urban,10,11,40,33
Tender_935,Project_935,19491721,33,Waste reduction,$38295 per day,Urban,7,30,52,65
Tender_936,Project_936,7246192,684,Energy-efficient design,$191855 per day,Coastal,2,24,29,22
Tender_937,Project_937,13527010,258,Low-carbon materials,$286068 per day,Coastal,9,35,34,22
Tender_938,Project_938,20380763,265,Energy-efficient design,$240706 per day,Coastal,1,29,40,69
Tender_939,Project_939,15766136,507,Waste reduction,$309935 per day,Urban,7,27,50,41
Tender_940,Project_940,24718318,668,Waste reduction,$42421 per day,Coastal,9,25,21,78
Tender_941,Project_941,12542118,248,Low-carbon materials,$205779 per day,Coastal,7,26,34,44
Tender_942,Project_942,20784834,274,Energy-efficient design,$77606 per day,Rural,3,46,48,53
Tender_943,Project_943,1449480,522,Low-carbon materials,$103974 per day,Rural,9,31,42,37
Tender_944,Project_944,48014316,369,Low-carbon materials,$144039 per day,Urban,9,28,36,27
Tender_945,Project_945,36345199,414,Low-carbon materials,$168451 per day,Coastal,7,16,55,74
Tender_946,Project_946,8994838,240,Low-carbon materials,$49349 per day,Urban,9,18,22,48
Tender_947,Project_947,18908721,439,Energy-efficient design,$119675 per day,Rural,9,16,10,29
Tender_948,Project_948,3554506,218,Low-carbon materials,$138605 per day,Urban,8,39,60,51
Tender_949,Project_949,4159179,36,Waste reduction,$319712 per day,Rural,10,34,15,33
Tender_950,Project_950,37635291,401,Energy-efficient design,$181126 per day,Rural,3,20,54,37
Tender_951,Project_951,20104958,40,Waste reduction,$171266 per day,Rural,5,13,24,23
Tender_952,Project_952,47302888,105,Energy-efficient design,$241912 per day,Urban,5,44,23,45
Tender_953,Project_953,8974473,396,Waste reduction,$307359 per day,Rural,10,12,24,56
Tender_954,Project_954,43306707,60,Low-carbon materials,$149118 per day,Coastal,5,14,18,73
Tender_955,Project_955,33442311,598,Energy-efficient design,$39682 per day,Urban,1,21,41,77
Tender_956,Project_956,7384540,147,Waste reduction,$382063 per day,Coastal,4,43,49,51
Tender_957,Project_957,1323117,175,Low-carbon materials,$206805 per day,Coastal,10,49,59,71
Tender_958,Project_958,39024797,327,Low-carbon materials,$148524 per day,Coastal,6,25,45,41
Tender_959,Project_959,19581689,480,Low-carbon materials,$393738 per day,Urban,2,26,57,36
Tender_960,Project_960,32000695,229,Low-carbon materials,$400771 per day,Coastal,9,42,56,27
Tender_961,Project_961,32625966,676,Low-carbon materials,$201557 per day,Urban,7,20,45,34
Tender_962,Project_962,30059360,629,Waste reduction,$122089 per day,Urban,10,44,18,69
Tender_963,Project_963,23364388,398,Waste reduction,$60894 per day,Rural,6,10,16,31
Tender_964,Project_964,12872436,74,Energy-efficient design,$366520 per day,Coastal,7,11,38,44
Tender_965,Project_965,3947833,60,Waste reduction,$435538 per day,Rural,2,47,10,32
Tender_966,Project_966,17443537,233,Energy-efficient design,$177706 per day,Coastal,4,20,20,65
Tender_967,Project_967,32559863,232,Waste reduction,$374063 per day,Coastal,5,11,51,65
Tender_968,Project_968,8156258,320,Low-carbon materials,$491244 per day,Coastal,5,32,36,20
Tender_969,Project_969,4885123,208,Waste reduction,$255124 per day,Coastal,1,25,52,78
Tender_970,Project_970,27391021,254,Low-carbon materials,$315934 per day,Coastal,9,34,40,74
Tender_971,Project_971,33500553,298,Waste reduction,$38528 per day,Rural,9,30,17,74
Tender_972,Project_972,5471570,208,Low-carbon materials,$177414 per day,Urban,4,11,48,62
Tender_973,Project_973,39223234,377,Low-carbon materials,$388893 per day,Coastal,4,28,46,79
Tender_974,Project_974,42741386,597,Waste reduction,$251295 per day,Rural,2,50,34,26
Tender_975,Project_975,46566948,281,Low-carbon materials,$74544 per day,Rural,9,32,14,71
Tender_976,Project_976,4097644,212,Waste reduction,$310243 per day,Rural,4,35,28,70
Tender_977,Project_977,10682227,230,Waste reduction,$499462 per day,Coastal,9,43,48,73
Tender_978,Project_978,10512480,52,Low-carbon materials,$395529 per day,Coastal,1,37,28,40
Tender_979,Project_979,38271525,210,Energy-efficient design,$51917 per day,Urban,2,49,49,79
Tender_980,Project_980,20890056,298,Low-carbon materials,$407657 per day,Rural,7,36,16,23
Tender_981,Project_981,6216393,133,Low-carbon materials,$347109 per day,Rural,10,48,44,78
Tender_982,Project_982,17155813,51,Energy-efficient design,$498849 per day,Urban,4,12,32,55
Tender_983,Project_983,8449149,170,Waste reduction,$285100 per day,Rural,5,12,17,80
Tender_984,Project_984,37951647,418,Energy-efficient design,$344089 per day,Rural,8,15,29,61
Tender_985,Project_985,28428965,700,Low-carbon materials,$311769 per day,Rural,7,48,57,68
Tender_986,Project_986,41189288,143,Low-carbon materials,$288668 per day,Rural,10,20,39,57
Tender_987,Project_987,40505395,376,Energy-efficient design,$218593 per day,Coastal,2,23,32,28
Tender_988,Project_988,42001353,245,Low-carbon materials,$237922 per day,Urban,3,22,37,28
Tender_989,Project_989,15645607,342,Waste reduction,$399857 per day,Rural,4,15,17,59
Tender_990,Project_990,35569249,497,Low-carbon materials,$167466 per day,Rural,8,30,36,52
Tender_991,Project_991,26026737,275,Low-carbon materials,$454393 per day,Coastal,8,18,57,32
Tender_992,Project_992,30733513,408,Waste reduction,$386703 per day,Coastal,10,29,12,22
Tender_993,Project_993,30210503,411,Waste reduction,$222135 per day,Coastal,4,10,60,57
Tender_994,Project_994,20455030,706,Energy-efficient design,$314473 per day,Rural,10,27,23,29
Tender_995,Project_995,39995253,205,Energy-efficient design,$122621 per day,Rural,9,17,44,29
Tender_996,Project_996,29278283,569,Energy-efficient design,$235278 per day,Rural,1,30,28,24
Tender_997,Project_997,20993721,668,Low-carbon materials,$183066 per day,Urban,2,50,47,68
Tender_998,Project_998,38660077,474,Energy-efficient design,$213603 per day,Coastal,3,39,30,34
Tender_999,Project_999,42176438,96,Waste reduction,$474086 per day,Rural,3,30,54,33
Tender_1000,Project_1000,4541987,151,Energy-efficient design,$74516 per day,Rural,1,42,19,76
Tender_1001,Project_1001,41411637,177,Waste reduction,$300313 per day,Urban,2,27,35,49
Tender_1002,Project_1002,7159452,163,Waste reduction,$133234 per day,Urban,7,19,11,21
Tender_1003,Project_1003,14444410,224,Waste reduction,$112135 per day,Rural,4,39,36,36
Tender_1004,Project_1004,42477603,226,Low-carbon materials,$471953 per day,Rural,2,37,42,62
Tender_1005,Project_1005,14661661,575,Low-carbon materials,$178961 per day,Rural,9,43,21,40
Tender_1006,Project_1006,18260100,417,Low-carbon materials,$384070 per day,Rural,6,36,20,70
Tender_1007,Project_1007,44820582,413,Low-carbon materials,$328386 per day,Urban,3,15,42,64
Tender_1008,Project_1008,5948398,355,Low-carbon materials,$269468 per day,Rural,1,21,39,22
Tender_1009,Project_1009,11039923,643,Low-carbon materials,$148329 per day,Coastal,1,40,46,33
Tender_1010,Project_1010,16597079,469,Waste reduction,$338834 per day,Coastal,3,38,30,61
Tender_1011,Project_1011,12164429,681,Low-carbon materials,$361562 per day,Rural,4,46,55,52
Tender_1012,Project_1012,37543572,280,Energy-efficient design,$303373 per day,Rural,10,22,35,46
Tender_1013,Project_1013,5537518,77,Energy-efficient design,$251175 per day,Urban,2,25,14,21
Tender_1014,Project_1014,11004726,660,Low-carbon materials,$217611 per day,Rural,6,24,29,51
Tender_1015,Project_1015,679564,631,Waste reduction,$296753 per day,Urban,3,25,59,30
Tender_1016,Project_1016,27915150,223,Low-carbon materials,$13625 per day,Urban,4,31,15,59
Tender_1017,Project_1017,30732791,578,Waste reduction,$206217 per day,Coastal,2,37,58,39
Tender_1018,Project_1018,46762913,331,Waste reduction,$370010 per day,Urban,4,49,10,32
Tender_1019,Project_1019,40349994,182,Low-carbon materials,$255737 per day,Coastal,4,29,46,22
Tender_1020,Project_1020,32035292,365,Low-carbon materials,$35782 per day,Coastal,7,19,34,46
Tender_1021,Project_1021,20046080,283,Waste reduction,$414748 per day,Rural,4,11,34,28
Tender_1022,Project_1022,2690423,84,Energy-efficient design,$107378 per day,Urban,2,15,14,52
Tender_1023,Project_1023,16034107,674,Energy-efficient design,$137342 per day,Coastal,5,45,53,49
Tender_1024,Project_1024,19834391,316,Energy-efficient design,$401167 per day,Urban,1,27,33,32
Tender_1025,Project_1025,47943002,159,Waste reduction,$373889 per day,Urban,10,26,49,69
Tender_1026,Project_1026,19472908,550,Waste reduction,$260750 per day,Coastal,9,30,20,37
Tender_1027,Project_1027,47676696,628,Energy-efficient design,$454368 per day,Urban,3,38,49,41
Tender_1028,Project_1028,30969526,530,Energy-efficient design,$258537 per day,Urban,2,35,22,27
Tender_1029,Project_1029,5276792,244,Waste reduction,$430106 per day,Rural,3,34,20,28
Tender_1030,Project_1030,46629621,113,Energy-efficient design,$393273 per day,Coastal,8,15,56,56
Tender_1031,Project_1031,16164806,511,Waste reduction,$56505 per day,Rural,1,36,31,43
Tender_1032,Project_1032,18253960,709,Low-carbon materials,$294196 per day,Rural,3,21,38,72
Tender_1033,Project_1033,42446932,659,Waste reduction,$149124 per day,Rural,4,46,43,27
Tender_1034,Project_1034,40080109,96,Energy-efficient design,$138115 per day,Urban,2,33,48,59
Tender_1035,Project_1035,44871242,201,Low-carbon materials,$458548 per day,Urban,9,13,12,48
Tender_1036,Project_1036,13775422,550,Waste reduction,$13134 per day,Rural,10,36,45,63
Tender_1037,Project_1037,29030593,427,Waste reduction,$432424 per day,Coastal,7,28,42,63
Tender_1038,Project_1038,8202507,690,Low-carbon materials,$346796 per day,Rural,8,14,31,29
Tender_1039,Project_1039,37044962,551,Energy-efficient design,$62565 per day,Rural,3,10,60,54
Tender_1040,Project_1040,15586706,413,Energy-efficient design,$305521 per day,Urban,1,23,12,66
Tender_1041,Project_1041,43962030,540,Waste reduction,$107312 per day,Urban,2,14,37,41
Tender_1042,Project_1042,10498509,561,Energy-efficient design,$95953 per day,Coastal,3,44,46,41
Tender_1043,Project_1043,18326293,505,Low-carbon materials,$23386 per day,Urban,10,29,10,54
Tender_1044,Project_1044,10045315,213,Low-carbon materials,$326392 per day,Urban,6,14,22,44
Tender_1045,Project_1045,5292233,359,Low-carbon materials,$198681 per day,Rural,10,50,13,51
Tender_1046,Project_1046,4502241,412,Energy-efficient design,$236747 per day,Rural,1,41,55,59
Tender_1047,Project_1047,11634889,568,Waste reduction,$266308 per day,Coastal,4,25,59,66
Tender_1048,Project_1048,21143479,524,Low-carbon materials,$136822 per day,Coastal,2,21,24,35
Tender_1049,Project_1049,40432729,536,Low-carbon materials,$123777 per day,Rural,8,50,28,27
Tender_1050,Project_1050,38698838,515,Waste reduction,$109433 per day,Urban,8,36,57,44
Tender_1051,Project_1051,19868328,304,Waste reduction,$455806 per day,Coastal,6,33,57,77
Tender_1052,Project_1052,29971089,625,Waste reduction,$438542 per day,Urban,7,18,40,75
Tender_1053,Project_1053,8845232,440,Energy-efficient design,$85317 per day,Rural,10,23,57,22
Tender_1054,Project_1054,31953788,683,Low-carbon materials,$371865 per day,Urban,1,26,56,61
Tender_1055,Project_1055,46716397,627,Waste reduction,$380392 per day,Rural,1,50,58,80
Tender_1056,Project_1056,20907214,695,Energy-efficient design,$326514 per day,Rural,1,37,57,29
Tender_1057,Project_1057,47458332,67,Low-carbon materials,$376269 per day,Coastal,2,33,14,50
Tender_1058,Project_1058,27511889,242,Low-carbon materials,$261164 per day,Rural,10,33,15,52
Tender_1059,Project_1059,18770132,254,Energy-efficient design,$121516 per day,Coastal,2,28,21,47
Tender_1060,Project_1060,34086119,237,Waste reduction,$422160 per day,Urban,8,37,13,32
Tender_1061,Project_1061,36737549,492,Energy-efficient design,$367885 per day,Urban,7,14,18,66
Tender_1062,Project_1062,33638036,270,Energy-efficient design,$79867 per day,Urban,6,18,40,65
Tender_1063,Project_1063,29877500,435,Low-carbon materials,$120275 per day,Urban,4,13,23,38
Tender_1064,Project_1064,5898361,253,Waste reduction,$306496 per day,Rural,3,24,11,54
Tender_1065,Project_1065,40633561,343,Low-carbon materials,$461208 per day,Coastal,5,44,51,79
Tender_1066,Project_1066,3175011,465,Energy-efficient design,$222269 per day,Urban,5,27,18,48
Tender_1067,Project_1067,29492952,416,Low-carbon materials,$161569 per day,Urban,9,36,24,72
Tender_1068,Project_1068,49793737,615,Low-carbon materials,$145830 per day,Rural,4,39,43,46
Tender_1069,Project_1069,22130635,190,Waste reduction,$30928 per day,Rural,5,21,50,69
Tender_1070,Project_1070,41014536,413,Low-carbon materials,$107540 per day,Rural,4,37,33,76
Tender_1071,Project_1071,17301905,290,Low-carbon materials,$465384 per day,Rural,9,26,50,43
Tender_1072,Project_1072,2235763,593,Waste reduction,$303953 per day,Urban,8,29,46,66
Tender_1073,Project_1073,6628843,116,Waste reduction,$493162 per day,Coastal,2,13,31,45
Tender_1074,Project_1074,15862857,167,Waste reduction,$79925 per day,Urban,6,14,54,78
Tender_1075,Project_1075,45751397,116,Low-carbon materials,$178904 per day,Rural,2,48,16,67
Tender_1076,Project_1076,39100958,332,Low-carbon materials,$135867 per day,Rural,6,42,54,26
Tender_1077,Project_1077,39901152,485,Low-carbon materials,$410077 per day,Coastal,5,49,53,28
Tender_1078,Project_1078,1892203,561,Energy-efficient design,$95912 per day,Urban,8,21,18,53
Tender_1079,Project_1079,45616053,390,Energy-efficient design,$437544 per day,Coastal,5,42,47,73
Tender_1080,Project_1080,18586578,265,Energy-efficient design,$216980 per day,Coastal,7,48,50,23
Tender_1081,Project_1081,39171280,627,Energy-efficient design,$431472 per day,Coastal,10,17,19,79
Tender_1082,Project_1082,3199901,72,Energy-efficient design,$479641 per day,Urban,2,29,12,46
Tender_1083,Project_1083,12256850,506,Low-carbon materials,$251271 per day,Coastal,2,23,39,58
Tender_1084,Project_1084,32074775,554,Low-carbon materials,$207164 per day,Coastal,8,31,19,73
Tender_1085,Project_1085,35327073,666,Energy-efficient design,$333649 per day,Coastal,1,23,19,77
Tender_1086,Project_1086,44222061,374,Low-carbon materials,$460607 per day,Coastal,9,31,22,42
Tender_1087,Project_1087,30177512,466,Waste reduction,$321290 per day,Urban,8,50,12,79
Tender_1088,Project_1088,19166771,491,Waste reduction,$352224 per day,Coastal,1,26,60,40
Tender_1089,Project_1089,12679530,508,Waste reduction,$107953 per day,Rural,3,21,23,70
Tender_1090,Project_1090,39780806,472,Energy-efficient design,$145416 per day,Rural,8,31,25,69
Tender_1091,Project_1091,29751746,448,Low-carbon materials,$96684 per day,Coastal,3,50,33,30
Tender_1092,Project_1092,43099681,406,Waste reduction,$240317 per day,Rural,9,37,57,76
Tender_1093,Project_1093,33499159,539,Waste reduction,$258196 per day,Urban,3,18,45,27
